Year,Month,DayOfWeek,Hour,Total
2021,8,7,15,0.0
2021,8,7,16,0.0
2021,8,7,17,0.0
2021,8,7,18,0.0
2021,8,7,19,0.0
2021,8,7,20,0.0
2021,8,7,21,0.0
2021,8,7,22,0.0
2021,8,7,23,0.0
2021,9,1,0,0.0
2021,9,1,1,0.0
2021,9,1,2,0.0
2021,9,1,3,0.0
2021,9,1,4,0.0
2021,9,1,5,0.0
2021,9,1,6,0.0
2021,9,1,7,0.0
2021,9,1,8,0.0
2021,9,1,9,0.0
2021,9,1,10,0.0
2021,9,1,11,0.0
2021,9,1,12,0.0
2021,9,1,13,0.0
2021,9,1,14,0.0
2021,9,1,15,0.0
2021,9,1,16,0.0
2021,9,1,17,0.0
2021,9,1,18,0.0
2021,9,1,19,0.0
2021,9,1,20,0.0
2021,9,1,21,0.0
2021,9,1,22,0.0
2021,9,1,23,0.0
2021,9,2,0,0.0
2021,9,2,1,0.0
2021,9,2,2,0.0
2021,9,2,3,0.0
2021,9,2,4,0.0
2021,9,2,5,0.0
2021,9,2,6,0.0
2021,9,2,7,0.0
2021,9,2,8,0.0
2021,9,2,9,0.0
2021,9,2,10,0.0
2021,9,2,11,0.0
2021,9,2,12,0.0
2021,9,2,13,0.0
2021,9,2,14,0.0
2021,9,2,15,0.0
2021,9,2,16,0.0
2021,9,2,17,0.0
2021,9,2,18,0.0
2021,9,2,19,0.0
2021,9,2,20,0.0
2021,9,2,21,0.0
2021,9,2,22,0.0
2021,9,2,23,0.0
2021,9,3,0,0.0
2021,9,3,1,0.0
2021,9,3,2,0.0
2021,9,3,3,0.0
2021,9,3,4,0.0
2021,9,3,5,0.0
2021,9,3,6,0.0
2021,9,3,7,0.0
2021,9,3,8,0.0
2021,9,3,9,0.0
2021,9,3,10,0.0
2021,9,3,11,0.0
2021,9,3,12,0.0
2021,9,3,13,0.0
2021,9,3,14,0.0
2021,9,3,15,0.0
2021,9,3,16,0.0
2021,9,3,17,0.0
2021,9,3,18,0.0
2021,9,3,19,0.0
2021,9,3,20,0.0
2021,9,3,21,0.0
2021,9,3,22,0.0
2021,9,3,23,0.0
2021,9,4,0,0.0
2021,9,4,1,0.0
2021,9,4,2,0.0
2021,9,4,3,0.0
2021,9,4,4,0.0
2021,9,4,5,0.0
2021,9,4,6,0.0
2021,9,4,7,0.0
2021,9,4,8,0.0
2021,9,4,9,0.0
2021,9,4,10,0.0
2021,9,4,11,0.0
2021,9,4,12,0.0
2021,9,4,13,0.0
2021,9,4,14,0.0
2021,9,4,15,0.0
2021,9,4,16,0.0
2021,9,4,17,0.0
2021,9,4,18,0.0
2021,9,4,19,0.0
2021,9,4,20,0.0
2021,9,4,21,0.0
2021,9,4,22,0.0
2021,9,4,23,0.0
2021,9,5,0,0.0
2021,9,5,1,0.0
2021,9,5,2,0.0
2021,9,5,3,0.0
2021,9,5,4,0.0
2021,9,5,5,0.0
2021,9,5,6,0.0
2021,9,5,7,0.0
2021,9,5,8,0.0
2021,9,5,9,0.0
2021,9,5,10,0.0
2021,9,5,11,0.0
2021,9,5,12,0.0
2021,9,5,13,0.0
2021,9,5,14,0.0
2021,9,5,15,0.0
2021,9,5,16,0.0
2021,9,5,17,0.0
2021,9,5,18,0.0
2021,9,5,19,0.0
2021,9,5,20,0.0
2021,9,5,21,0.0
2021,9,5,22,0.0
2021,9,5,23,0.0
2021,9,6,0,0.0
2021,9,6,1,0.0
2021,9,6,2,0.0
2021,9,6,3,0.0
2021,9,6,4,0.0
2021,9,6,5,0.0
2021,9,6,6,0.0
2021,9,6,7,0.0
2021,9,6,8,0.0
2021,9,6,9,0.0
2021,9,6,10,0.0
2021,9,6,11,0.0
2021,9,6,12,0.0
2021,9,6,13,0.0
2021,9,6,14,0.0
2021,9,6,15,0.0
2021,9,6,16,0.0
2021,9,6,17,0.0
2021,9,6,18,0.0
2021,9,6,19,0.0
2021,9,6,20,0.0
2021,9,6,21,0.0
2021,9,6,22,0.0
2021,9,6,23,0.0
2021,9,7,0,0.0
2021,9,7,1,0.0
2021,9,7,2,0.0
2021,9,7,3,0.0
2021,9,7,4,0.0
2021,9,7,5,0.0
2021,9,7,6,0.0
2021,9,7,7,0.0
2021,9,7,8,0.0
2021,9,7,9,0.0
2021,9,7,10,0.0
2021,9,7,11,0.0
2021,9,7,12,0.0
2021,9,7,13,0.0
2021,9,7,14,0.0
2021,9,7,15,0.0
2021,9,7,16,0.0
2021,9,7,17,0.0
2021,9,7,18,0.0
2021,9,7,19,0.0
2021,9,7,20,0.0
2021,9,7,21,0.0
2021,9,7,22,0.0
2021,9,7,23,0.0
2021,10,1,0,0.0
2021,10,1,1,0.0
2021,10,1,2,0.0
2021,10,1,3,0.0
2021,10,1,4,0.0
2021,10,1,5,0.0
2021,10,1,6,0.0
2021,10,1,7,0.0
2021,10,1,8,0.0
2021,10,1,9,0.0
2021,10,1,10,0.0
2021,10,1,11,0.0
2021,10,1,12,0.0
2021,10,1,13,0.0
2021,10,1,14,0.0
2021,10,1,15,0.0
2021,10,1,16,0.0
2021,10,1,17,0.0
2021,10,1,18,0.0
2021,10,1,19,0.0
2021,10,1,20,0.0
2021,10,1,21,0.0
2021,10,1,22,0.0
2021,10,1,23,0.0
2021,10,2,0,0.0
2021,10,2,1,0.0
2021,10,2,2,0.0
2021,10,2,3,0.0
2021,10,2,4,0.0
2021,10,2,5,0.0
2021,10,2,6,0.0
2021,10,2,7,0.0
2021,10,2,8,0.0
2021,10,2,9,0.0
2021,10,2,10,0.0
2021,10,2,11,0.0
2021,10,2,12,0.0
2021,10,2,13,0.0
2021,10,2,14,0.0
2021,10,2,15,0.0
2021,10,2,16,0.0
2021,10,2,17,0.0
2021,10,2,18,0.0
2021,10,2,19,0.0
2021,10,2,20,0.0
2021,10,2,21,0.0
2021,10,2,22,0.0
2021,10,2,23,0.0
2021,10,3,0,0.0
2021,10,3,1,0.0
2021,10,3,2,0.0
2021,10,3,3,0.0
2021,10,3,4,0.0
2021,10,3,5,0.0
2021,10,3,6,0.0
2021,10,3,7,0.0
2021,10,3,8,0.0
2021,10,3,9,0.0
2021,10,3,10,0.0
2021,10,3,11,0.0
2021,10,3,12,0.0
2021,10,3,13,0.0
2021,10,3,14,0.0
2021,10,3,15,0.0
2021,10,3,16,0.0
2021,10,3,17,0.0
2021,10,3,18,0.0
2021,10,3,19,0.0
2021,10,3,20,0.0
2021,10,3,21,0.0
2021,10,3,22,0.0
2021,10,3,23,0.0
2021,10,4,0,0.0
2021,10,4,1,0.0
2021,10,4,2,0.0
2021,10,4,3,0.0
2021,10,4,4,0.0
2021,10,4,5,0.0
2021,10,4,6,0.0
2021,10,4,7,0.0
2021,10,4,8,0.0
2021,10,4,9,0.0
2021,10,4,10,0.0
2021,10,4,11,0.0
2021,10,4,12,0.0
2021,10,4,13,0.0
2021,10,4,14,0.0
2021,10,4,15,0.0
2021,10,4,16,0.0
2021,10,4,17,0.0
2021,10,4,18,0.0
2021,10,4,19,0.0
2021,10,4,20,0.0
2021,10,4,21,0.0
2021,10,4,22,0.0
2021,10,4,23,0.0
2021,10,5,0,0.0
2021,10,5,1,0.0
2021,10,5,2,0.0
2021,10,5,3,0.0
2021,10,5,4,0.0
2021,10,5,5,0.0
2021,10,5,6,0.0
2021,10,5,7,0.0
2021,10,5,8,0.0
2021,10,5,9,0.0
2021,10,5,10,0.0
2021,10,5,11,0.0
2021,10,5,12,0.0
2021,10,5,13,0.0
2021,10,5,14,0.0
2021,10,5,15,0.0
2021,10,5,16,0.0
2021,10,5,17,0.0
2021,10,5,18,0.0
2021,10,5,19,0.0
2021,10,5,20,0.0
2021,10,5,21,0.0
2021,10,5,22,0.0
2021,10,5,23,0.0
2021,10,6,0,0.0
2021,10,6,1,0.0
2021,10,6,2,0.0
2021,10,6,3,0.0
2021,10,6,4,0.0
2021,10,6,5,0.0
2021,10,6,6,0.0
2021,10,6,7,0.0
2021,10,6,8,0.0
2021,10,6,9,0.0
2021,10,6,10,0.0
2021,10,6,11,0.0
2021,10,6,12,0.0
2021,10,6,13,0.0
2021,10,6,14,0.0
2021,10,6,15,0.0
2021,10,6,16,0.0
2021,10,6,17,0.0
2021,10,6,18,0.0
2021,10,6,19,0.0
2021,10,6,20,0.0
2021,10,6,21,0.0
2021,10,6,22,0.0
2021,10,6,23,0.0
2021,10,7,0,0.0
2021,10,7,1,0.0
2021,10,7,2,0.0
2021,10,7,3,0.0
2021,10,7,4,0.0
2021,10,7,5,0.0
2021,10,7,6,0.0
2021,10,7,7,0.0
2021,10,7,8,0.0
2021,10,7,9,0.0
2021,10,7,10,0.0
2021,10,7,11,0.0
2021,10,7,12,0.0
2021,10,7,13,0.0
2021,10,7,14,0.0
2021,10,7,15,0.0
2021,10,7,16,0.0
2021,10,7,17,0.0
2021,10,7,18,0.0
2021,10,7,19,0.0
2021,10,7,20,0.0
2021,10,7,21,0.0
2021,10,7,22,0.0
2021,10,7,23,0.0
2021,11,1,0,0.0
2021,11,1,1,0.0
2021,11,1,2,0.0
2021,11,1,3,0.0
2021,11,1,4,0.0
2021,11,1,5,0.0
2021,11,1,6,0.0
2021,11,1,7,0.0
2021,11,1,8,0.0
2021,11,1,9,0.0
2021,11,1,10,0.0
2021,11,1,11,0.0
2021,11,1,12,0.0
2021,11,1,13,0.0
2021,11,1,14,0.0
2021,11,1,15,0.0
2021,11,1,16,0.0
2021,11,1,17,0.0
2021,11,1,18,0.0
2021,11,1,19,0.0
2021,11,1,20,0.0
2021,11,1,21,0.0
2021,11,1,22,0.0
2021,11,1,23,0.0
2021,11,2,0,0.0
2021,11,2,1,0.0
2021,11,2,2,0.0
2021,11,2,3,0.0
2021,11,2,4,0.0
2021,11,2,5,0.0
2021,11,2,6,0.0
2021,11,2,7,0.0
2021,11,2,8,0.0
2021,11,2,9,0.0
2021,11,2,10,0.0
2021,11,2,11,0.0
2021,11,2,12,0.0
2021,11,2,13,0.0
2021,11,2,14,0.0
2021,11,2,15,0.0
2021,11,2,16,0.0
2021,11,2,17,0.0
2021,11,2,18,0.0
2021,11,2,19,0.0
2021,11,2,20,0.0
2021,11,2,21,0.0
2021,11,2,22,0.0
2021,11,2,23,0.0
2021,11,3,0,0.0
2021,11,3,1,0.0
2021,11,3,2,0.0
2021,11,3,3,0.0
2021,11,3,4,0.0
2021,11,3,5,0.0
2021,11,3,6,0.0
2021,11,3,7,0.0
2021,11,3,8,0.0
2021,11,3,9,0.0
2021,11,3,10,0.0
2021,11,3,11,0.0
2021,11,3,12,0.0
2021,11,3,13,0.0
2021,11,3,14,0.0
2021,11,3,15,0.0
2021,11,3,16,0.0
2021,11,3,17,0.0
2021,11,3,18,0.0
2021,11,3,19,0.0
2021,11,3,20,0.0
2021,11,3,21,0.0
2021,11,3,22,0.0
2021,11,3,23,0.0
2021,11,4,0,0.0
2021,11,4,1,0.0
2021,11,4,2,0.0
2021,11,4,3,0.0
2021,11,4,4,0.0
2021,11,4,5,0.0
2021,11,4,6,0.0
2021,11,4,7,0.0
2021,11,4,8,0.0
2021,11,4,9,0.0
2021,11,4,10,0.0
2021,11,4,11,0.0
2021,11,4,12,0.0
2021,11,4,13,0.0
2021,11,4,14,0.0
2021,11,4,15,0.0
2021,11,4,16,0.0
2021,11,4,17,0.0
2021,11,4,18,0.0
2021,11,4,19,0.0
2021,11,4,20,0.0
2021,11,4,21,0.0
2021,11,4,22,0.0
2021,11,4,23,0.0
2021,11,5,0,0.0
2021,11,5,1,0.0
2021,11,5,2,0.0
2021,11,5,3,0.0
2021,11,5,4,0.0
2021,11,5,5,0.0
2021,11,5,6,0.0
2021,11,5,7,0.0
2021,11,5,8,0.0
2021,11,5,9,0.0
2021,11,5,10,0.0
2021,11,5,11,0.0
2021,11,5,12,0.0
2021,11,5,13,0.0
2021,11,5,14,0.0
2021,11,5,15,0.0
2021,11,5,16,0.0
2021,11,5,17,0.0
2021,11,5,18,0.0
2021,11,5,19,0.0
2021,11,5,20,0.0
2021,11,5,21,0.0
2021,11,5,22,0.0
2021,11,5,23,0.0
2021,11,6,0,0.0
2021,11,6,1,0.0
2021,11,6,2,0.0
2021,11,6,3,0.0
2021,11,6,4,0.0
2021,11,6,5,0.0
2021,11,6,6,0.0
2021,11,6,7,0.0
2021,11,6,8,0.0
2021,11,6,9,0.0
2021,11,6,10,0.0
2021,11,6,11,0.0
2021,11,6,12,0.0
2021,11,6,13,0.0
2021,11,6,14,0.0
2021,11,6,15,0.0
2021,11,6,16,0.0
2021,11,6,17,0.0
2021,11,6,18,0.0
2021,11,6,19,0.0
2021,11,6,20,0.0
2021,11,6,21,0.0
2021,11,6,22,0.0
2021,11,6,23,0.0
2021,11,7,0,0.0
2021,11,7,1,0.0
2021,11,7,2,0.0
2021,11,7,3,0.0
2021,11,7,4,0.0
2021,11,7,5,0.0
2021,11,7,6,0.0
2021,11,7,7,0.0
2021,11,7,8,0.0
2021,11,7,9,0.0
2021,11,7,10,0.0
2021,11,7,11,0.0
2021,11,7,12,0.0
2021,11,7,13,0.0
2021,11,7,14,0.0
2021,11,7,15,0.0
2021,11,7,16,0.0
2021,11,7,17,0.0
2021,11,7,18,0.0
2021,11,7,19,0.0
2021,11,7,20,0.0
2021,11,7,21,0.0
2021,11,7,22,0.0
2021,11,7,23,0.0
2021,12,1,0,0.0
2021,12,1,1,0.0
2021,12,1,2,0.0
2021,12,1,3,0.0
2021,12,1,4,0.0
2021,12,1,5,0.0
2021,12,1,6,0.0
2021,12,1,7,0.0
2021,12,1,8,0.0
2021,12,1,9,0.0
2021,12,1,10,0.0
2021,12,1,11,0.0
2021,12,1,12,0.0
2021,12,1,13,0.0
2021,12,1,14,0.0
2021,12,1,15,0.0
2021,12,1,16,0.0
2021,12,1,17,0.0
2021,12,1,18,0.0
2021,12,1,19,0.0
2021,12,1,20,0.0
2021,12,1,21,0.0
2021,12,1,22,0.0
2021,12,1,23,0.0
2021,12,2,0,0.0
2021,12,2,1,0.0
2021,12,2,2,0.0
2021,12,2,3,0.0
2021,12,2,4,0.0
2021,12,2,5,0.0
2021,12,2,6,0.0
2021,12,2,7,0.0
2021,12,2,8,0.0
2021,12,2,9,0.0
2021,12,2,10,0.0
2021,12,2,11,0.0
2021,12,2,12,0.0
2021,12,2,13,0.0
2021,12,2,14,0.0
2021,12,2,15,0.0
2021,12,2,16,0.0
2021,12,2,17,0.0
2021,12,2,18,0.0
2021,12,2,19,0.0
2021,12,2,20,0.0
2021,12,2,21,0.0
2021,12,2,22,0.0
2021,12,2,23,0.0
2021,12,3,0,0.0
2021,12,3,1,0.0
2021,12,3,2,0.0
2021,12,3,3,0.0
2021,12,3,4,0.0
2021,12,3,5,0.0
2021,12,3,6,0.0
2021,12,3,7,0.0
2021,12,3,8,0.0
2021,12,3,9,0.0
2021,12,3,10,0.0
2021,12,3,11,0.0
2021,12,3,12,0.0
2021,12,3,13,0.0
2021,12,3,14,0.0
2021,12,3,15,0.0
2021,12,3,16,0.0
2021,12,3,17,0.0
2021,12,3,18,0.0
2021,12,3,19,0.0
2021,12,3,20,0.0
2021,12,3,21,0.0
2021,12,3,22,0.0
2021,12,3,23,0.0
2021,12,4,0,0.0
2021,12,4,1,0.0
2021,12,4,2,0.0
2021,12,4,3,0.0
2021,12,4,4,0.0
2021,12,4,5,0.0
2021,12,4,6,0.0
2021,12,4,7,0.0
2021,12,4,8,0.0
2021,12,4,9,0.0
2021,12,4,10,0.0
2021,12,4,11,0.0
2021,12,4,12,0.0
2021,12,4,13,0.0
2021,12,4,14,0.0
2021,12,4,15,0.0
2021,12,4,16,0.0
2021,12,4,17,0.0
2021,12,4,18,0.0
2021,12,4,19,0.0
2021,12,4,20,0.0
2021,12,4,21,0.0
2021,12,4,22,0.0
2021,12,4,23,0.0
2021,12,5,0,0.0
2021,12,5,1,0.0
2021,12,5,2,0.0
2021,12,5,3,0.0
2021,12,5,4,0.0
2021,12,5,5,0.0
2021,12,5,6,0.0
2021,12,5,7,0.0
2021,12,5,8,0.0
2021,12,5,9,0.0
2021,12,5,10,0.0
2021,12,5,11,0.0
2021,12,5,12,0.0
2021,12,5,13,0.0
2021,12,5,14,0.0
2021,12,5,15,0.0
2021,12,5,16,0.0
2021,12,5,17,0.0
2021,12,5,18,0.0
2021,12,5,19,0.0
2021,12,5,20,0.0
2021,12,5,21,0.0
2021,12,5,22,0.0
2021,12,5,23,0.0
2021,12,6,0,0.0
2021,12,6,1,0.0
2021,12,6,2,0.0
2021,12,6,3,0.0
2021,12,6,4,0.0
2021,12,6,5,0.0
2021,12,6,6,0.0
2021,12,6,7,0.0
2021,12,6,8,0.0
2021,12,6,9,0.0
2021,12,6,10,0.0
2021,12,6,11,0.0
2021,12,6,12,0.0
2021,12,6,13,0.0
2021,12,6,14,0.0
2021,12,6,15,0.0
2021,12,6,16,0.0
2021,12,6,17,0.0
2021,12,6,18,0.0
2021,12,6,19,0.0
2021,12,6,20,0.0
2021,12,6,21,0.0
2021,12,6,22,0.0
2021,12,6,23,0.0
2021,12,7,0,0.0
2021,12,7,1,0.0
2021,12,7,2,0.0
2021,12,7,3,0.0
2021,12,7,4,0.0
2021,12,7,5,0.0
2021,12,7,6,0.0
2021,12,7,7,0.0
2021,12,7,8,0.0
2021,12,7,9,0.0
2021,12,7,10,0.0
2021,12,7,11,0.0
2021,12,7,12,0.0
2021,12,7,13,0.0
2021,12,7,14,0.0
2021,12,7,15,0.0
2021,12,7,16,0.0
2021,12,7,17,0.0
2021,12,7,18,0.0
2021,12,7,19,0.0
2021,12,7,20,0.0
2021,12,7,21,0.0
2021,12,7,22,0.0
2021,12,7,23,0.0
2022,1,1,0,0.0
2022,1,1,1,0.0
2022,1,1,2,0.0
2022,1,1,3,0.0
2022,1,1,4,0.0
2022,1,1,5,0.0
2022,1,1,6,0.0
2022,1,1,7,0.0
2022,1,1,8,0.0
2022,1,1,9,0.0
2022,1,1,10,0.0
2022,1,1,11,0.0
2022,1,1,12,0.0
2022,1,1,13,0.0
2022,1,1,14,0.0
2022,1,1,15,0.0
2022,1,1,16,0.0
2022,1,1,17,0.0
2022,1,1,18,0.0
2022,1,1,19,0.0
2022,1,1,20,0.0
2022,1,1,21,0.0
2022,1,1,22,0.0
2022,1,1,23,0.0
2022,1,2,0,0.0
2022,1,2,1,0.0
2022,1,2,2,0.0
2022,1,2,3,0.0
2022,1,2,4,0.0
2022,1,2,5,0.0
2022,1,2,6,0.0
2022,1,2,7,0.0
2022,1,2,8,0.0
2022,1,2,9,0.0
2022,1,2,10,0.0
2022,1,2,11,0.0
2022,1,2,12,0.0
2022,1,2,13,0.0
2022,1,2,14,0.0
2022,1,2,15,0.0
2022,1,2,16,0.0
2022,1,2,17,0.0
2022,1,2,18,0.0
2022,1,2,19,0.0
2022,1,2,20,0.0
2022,1,2,21,0.0
2022,1,2,22,0.0
2022,1,2,23,0.0
2022,1,3,0,0.0
2022,1,3,1,0.0
2022,1,3,2,0.0
2022,1,3,3,0.0
2022,1,3,4,0.0
2022,1,3,5,0.0
2022,1,3,6,0.0
2022,1,3,7,0.0
2022,1,3,8,0.0
2022,1,3,9,0.0
2022,1,3,10,0.0
2022,1,3,11,0.0
2022,1,3,12,0.0
2022,1,3,13,0.0
2022,1,3,14,0.0
2022,1,3,15,0.0
2022,1,3,16,0.0
2022,1,3,17,0.0
2022,1,3,18,0.0
2022,1,3,19,0.0
2022,1,3,20,0.0
2022,1,3,21,0.0
2022,1,3,22,0.0
2022,1,3,23,0.0
2022,1,4,0,0.0
2022,1,4,1,0.0
2022,1,4,2,0.0
2022,1,4,3,0.0
2022,1,4,4,0.0
2022,1,4,5,0.0
2022,1,4,6,0.0
2022,1,4,7,0.0
2022,1,4,8,0.0
2022,1,4,9,0.0
2022,1,4,10,0.0
2022,1,4,11,0.0
2022,1,4,12,0.0
2022,1,4,13,0.0
2022,1,4,14,0.0
2022,1,4,15,0.0
2022,1,4,16,0.0
2022,1,4,17,0.0
2022,1,4,18,0.0
2022,1,4,19,0.0
2022,1,4,20,0.0
2022,1,4,21,0.0
2022,1,4,22,0.0
2022,1,4,23,0.0
2022,1,5,0,0.0
2022,1,5,1,0.0
2022,1,5,2,0.0
2022,1,5,3,0.0
2022,1,5,4,0.0
2022,1,5,5,0.0
2022,1,5,6,0.0
2022,1,5,7,0.0
2022,1,5,8,0.0
2022,1,5,9,0.0
2022,1,5,10,0.0
2022,1,5,11,0.0
2022,1,5,12,0.0
2022,1,5,13,0.0
2022,1,5,14,0.0
2022,1,5,15,0.0
2022,1,5,16,0.0
2022,1,5,17,0.0
2022,1,5,18,0.0
2022,1,5,19,0.0
2022,1,5,20,0.0
2022,1,5,21,0.0
2022,1,5,22,0.0
2022,1,5,23,0.0
2022,1,6,0,0.0
2022,1,6,1,0.0
2022,1,6,2,0.0
2022,1,6,3,0.0
2022,1,6,4,0.0
2022,1,6,5,0.0
2022,1,6,6,0.0
2022,1,6,7,0.0
2022,1,6,8,0.0
2022,1,6,9,0.0
2022,1,6,10,0.0
2022,1,6,11,0.0
2022,1,6,12,0.0
2022,1,6,13,0.0
2022,1,6,14,0.0
2022,1,6,15,0.0
2022,1,6,16,0.0
2022,1,6,17,0.0
2022,1,6,18,0.0
2022,1,6,19,0.0
2022,1,6,20,0.0
2022,1,6,21,0.0
2022,1,6,22,0.0
2022,1,6,23,0.0
2022,1,7,0,0.0
2022,1,7,1,0.0
2022,1,7,2,0.0
2022,1,7,3,0.0
2022,1,7,4,0.0
2022,1,7,5,0.0
2022,1,7,6,0.0
2022,1,7,7,0.0
2022,1,7,8,0.0
2022,1,7,9,0.0
2022,1,7,10,0.0
2022,1,7,11,0.0
2022,1,7,12,0.0
2022,1,7,13,0.0
2022,1,7,14,0.0
2022,1,7,15,0.0
2022,1,7,16,0.0
2022,1,7,17,0.0
2022,1,7,18,0.0
2022,1,7,19,0.0
2022,1,7,20,0.0
2022,1,7,21,0.0
2022,1,7,22,0.0
2022,1,7,23,0.0
2022,2,1,0,0.0
2022,2,1,1,0.0
2022,2,1,2,0.0
2022,2,1,3,0.0
2022,2,1,4,0.0
2022,2,1,5,0.0
2022,2,1,6,0.0
2022,2,1,7,0.0
2022,2,1,8,0.0
2022,2,1,9,0.0
2022,2,1,10,0.0
2022,2,1,11,0.0
2022,2,1,12,0.0
2022,2,1,13,0.0
2022,2,1,14,0.0
2022,2,1,15,0.0
2022,2,1,16,0.0
2022,2,1,17,0.0
2022,2,1,18,0.0
2022,2,1,19,0.0
2022,2,1,20,0.0
2022,2,1,21,0.0
2022,2,1,22,0.0
2022,2,1,23,0.0
2022,2,2,0,0.0
2022,2,2,1,0.0
2022,2,2,2,0.0
2022,2,2,3,0.0
2022,2,2,4,0.0
2022,2,2,5,0.0
2022,2,2,6,0.0
2022,2,2,7,0.0
2022,2,2,8,0.0
2022,2,2,9,0.0
2022,2,2,10,0.0
2022,2,2,11,0.0
2022,2,2,12,0.0
2022,2,2,13,0.0
2022,2,2,14,0.0
2022,2,2,15,0.0
2022,2,2,16,0.0
2022,2,2,17,0.0
2022,2,2,18,0.0
2022,2,2,19,0.0
2022,2,2,20,0.0
2022,2,2,21,0.0
2022,2,2,22,0.0
2022,2,2,23,0.0
2022,2,3,0,0.0
2022,2,3,1,0.0
2022,2,3,2,0.0
2022,2,3,3,0.0
2022,2,3,4,0.0
2022,2,3,5,0.0
2022,2,3,6,0.0
2022,2,3,7,0.0
2022,2,3,8,0.0
2022,2,3,9,0.0
2022,2,3,10,0.0
2022,2,3,11,0.0
2022,2,3,12,0.0
2022,2,3,13,0.0
2022,2,3,14,0.0
2022,2,3,15,0.0
2022,2,3,16,0.0
2022,2,3,17,0.0
2022,2,3,18,0.0
2022,2,3,19,0.0
2022,2,3,20,0.0
2022,2,3,21,0.0
2022,2,3,22,0.0
2022,2,3,23,0.0
2022,2,4,0,0.0
2022,2,4,1,0.0
2022,2,4,2,0.0
2022,2,4,3,0.0
2022,2,4,4,0.0
2022,2,4,5,0.0
2022,2,4,6,0.0
2022,2,4,7,0.0
2022,2,4,8,0.0
2022,2,4,9,0.0
2022,2,4,10,0.0
2022,2,4,11,0.0
2022,2,4,12,0.0
2022,2,4,13,0.0
2022,2,4,14,0.0
2022,2,4,15,0.0
2022,2,4,16,0.0
2022,2,4,17,0.0
2022,2,4,18,0.0
2022,2,4,19,0.0
2022,2,4,20,0.0
2022,2,4,21,0.0
2022,2,4,22,0.0
2022,2,4,23,0.0
2022,2,5,0,0.0
2022,2,5,1,0.0
2022,2,5,2,0.0
2022,2,5,3,0.0
2022,2,5,4,0.0
2022,2,5,5,0.0
2022,2,5,6,0.0
2022,2,5,7,0.0
2022,2,5,8,0.0
2022,2,5,9,0.0
2022,2,5,10,0.0
2022,2,5,11,0.0
2022,2,5,12,0.0
2022,2,5,13,0.0
2022,2,5,14,0.0
2022,2,5,15,0.0
2022,2,5,16,0.0
2022,2,5,17,0.0
2022,2,5,18,0.0
2022,2,5,19,0.0
2022,2,5,20,0.0
2022,2,5,21,0.0
2022,2,5,22,0.0
2022,2,5,23,0.0
2022,2,6,0,0.0
2022,2,6,1,0.0
2022,2,6,2,0.0
2022,2,6,3,0.0
2022,2,6,4,0.0
2022,2,6,5,0.0
2022,2,6,6,0.0
2022,2,6,7,0.0
2022,2,6,8,0.0
2022,2,6,9,0.0
2022,2,6,10,0.0
2022,2,6,11,0.0
2022,2,6,12,0.0
2022,2,6,13,0.0
2022,2,6,14,0.0
2022,2,6,15,0.0
2022,2,6,16,0.0
2022,2,6,17,0.0
2022,2,6,18,0.0
2022,2,6,19,0.0
2022,2,6,20,0.0
2022,2,6,21,0.0
2022,2,6,22,0.0
2022,2,6,23,0.0
2022,2,7,0,0.0
2022,2,7,1,0.0
2022,2,7,2,0.0
2022,2,7,3,0.0
2022,2,7,4,0.0
2022,2,7,5,0.0
2022,2,7,6,0.0
2022,2,7,7,0.0
2022,2,7,8,0.0
2022,2,7,9,0.0
2022,2,7,10,0.0
2022,2,7,11,0.0
2022,2,7,12,0.0
2022,2,7,13,0.0
2022,2,7,14,0.0
2022,2,7,15,0.0
2022,2,7,16,0.0
2022,2,7,17,0.0
2022,2,7,18,0.0
2022,2,7,19,0.0
2022,2,7,20,0.0
2022,2,7,21,0.0
2022,2,7,22,0.0
2022,2,7,23,0.0
2022,3,1,0,0.0
2022,3,1,1,0.0
2022,3,1,2,0.0
2022,3,1,3,0.0
2022,3,1,4,0.0
2022,3,1,5,0.0
2022,3,1,6,0.0
2022,3,1,7,0.0
2022,3,1,8,0.0
2022,3,1,9,0.0
2022,3,1,10,0.0
2022,3,1,11,0.0
2022,3,1,12,0.0
2022,3,1,13,0.0
2022,3,1,14,0.0
2022,3,1,15,0.0
2022,3,1,16,0.0
2022,3,1,17,0.0
2022,3,1,18,0.0
2022,3,1,19,0.0
2022,3,1,20,0.0
2022,3,1,21,0.0
2022,3,1,22,0.0
2022,3,1,23,0.0
2022,3,2,0,0.0
2022,3,2,1,0.0
2022,3,2,2,0.0
2022,3,2,3,0.0
2022,3,2,4,0.0
2022,3,2,5,0.0
2022,3,2,6,0.0
2022,3,2,7,0.0
2022,3,2,8,0.0
2022,3,2,9,0.0
2022,3,2,10,0.0
2022,3,2,11,0.0
2022,3,2,12,0.0
2022,3,2,13,0.0
2022,3,2,14,0.0
2022,3,2,15,0.0
2022,3,2,16,0.0
2022,3,2,17,0.0
2022,3,2,18,0.0
2022,3,2,19,0.0
2022,3,2,20,0.0
2022,3,2,21,0.0
2022,3,2,22,0.0
2022,3,2,23,0.0
2022,3,3,0,0.0
2022,3,3,1,0.0
2022,3,3,2,0.0
2022,3,3,3,0.0
2022,3,3,4,0.0
2022,3,3,5,0.0
2022,3,3,6,0.0
2022,3,3,7,0.0
2022,3,3,8,0.0
2022,3,3,9,0.0
